text_clean,text_preprocess
selamat pak prabowo menteri yang gak kopeten jangan di terusin  bulan pecat ganti yang kopeten aja nanti jangan kayak menteri pendidikan periode pak jokowi bikin rusak pendididikan  mana anak hampir banyak gak ada akhlakn yang goblok tetep naek kelas  jadi bocil bocil pada malas belajar pikirnya pasti naek kelas,"['selamat', 'prabowo', 'menteri', 'gak', 'kopeten', 'terusin', 'pecat', 'ganti', 'kopeten', 'aja', 'kayak', 'menteri', 'didik', 'periode', 'jokowi', 'bikin', 'rusak', 'didik', 'anak', 'gak', 'akhlakn', 'goblok', 'tetep', 'naek', 'kelas', 'bocil', 'bocil', 'malas', 'ajar', 'pikir', 'naek', 'kelas']"
pakistan quotwe must continue with still greater speed to change the lives of our people especially the poorest of the poorquot nelson mandela during an address to the joint session of the parliament of pakistan islamabad pakistan  may ,"['pakistan', 'quotwe', 'must', 'continue', 'with', 'still', 'greater', 'speed', 'to', 'change', 'the', 'lives', 'of', 'our', 'people', 'especially', 'the', 'poorest', 'of', 'the', 'poorquot', 'nelson', 'mandela', 'during', 'an', 'address', 'to', 'the', 'joint', 'session', 'of', 'the', 'parliament', 'of', 'pakistan', 'islamabad', 'pakistan', 'may']"
slmt y pak awas aj nnti aur aur an,"['slmt', 'y', 'awas', 'aj', 'nnti', 'aur', 'aur', 'an']"
a href ingat sumpah mu ini pemimpin negara ku,"['a', 'href', 'sumpah', 'mu', 'pimpin', 'negara', 'ku']"
selamat bekerja selama  thn,"['selamat', 'thn']"
canada quotas future leaders who will take over from the older generation to which i belong you face even greater challenges though the world has made much progress in the twentieth century the lives of much of humanity is still blighted by poverty violence hunger disease and environmental damagequot nelson mandela speaking at the launch of the friends of the nelson mandela childrens fund toronto canada  september ,"['canada', 'quotas', 'future', 'leaders', 'who', 'will', 'take', 'over', 'from', 'the', 'older', 'generation', 'to', 'which', 'i', 'bong', 'you', 'face', 'even', 'greater', 'challenges', 'though', 'the', 'world', 'has', 'made', 'much', 'progress', 'in', 'the', 'twentieth', 'century', 'the', 'lives', 'of', 'much', 'of', 'humanity', 'is', 'still', 'blighted', 'by', 'poverty', 'violence', 'hunger', 'disease', 'and', 'environmental', 'damagequot', 'nelson', 'mandela', 'speaking', 'at', 'the', 'launch', 'of', 'the', 'friends', 'of', 'the', 'nelson', 'mandela', 'childrens', 'fund', 'toronto', 'canada', 'september']"
langsung nyapa bobby bener anak kesayangan mas didit mah lewaat wkwkwkwk,"['langsung', 'nyapa', 'bobby', 'bener', 'anak', 'sayang', 'mas', 'didit', 'mah', 'lewaat', 'wkwkwkwk']"
bravo ps,"['bravo', 'ps']"
india quotpeace is not just the absence of conflict peace is the creation of an environment where all can flourish regardless of race colour creed religion gender class caste or any other social markers of differencequot nelson mandela from a message to the global convention on peace and nonviolence new delhi india  january ,"['india', 'quotpeace', 'is', 'not', 'just', 'the', 'absence', 'of', 'conflict', 'peace', 'is', 'the', 'creation', 'of', 'an', 'environment', 'where', 'all', 'can', 'flourish', 'regardless', 'of', 'race', 'colour', 'creed', 'religion', 'gender', 'class', 'caste', 'or', 'any', 'other', 'social', 'markers', 'of', 'differencequot', 'nelson', 'mandela', 'from', 'a', 'message', 'to', 'the', 'global', 'convention', 'on', 'peace', 'and', 'nonviolence', 'new', 'delhi', 'india', 'january']"
terimakasih bapak joko widodo,"['terimakasih', 'joko', 'widodo']"
germany quotleaders will have to give clear and decisive leadership towards a world of tolerance and respect for difference and an uncompromising commitment to peaceful solutions of conflicts and disputesquot nelson mandela upon receiving the german media prize  january ,"['germany', 'quotleaders', 'will', 'have', 'to', 'give', 'clear', 'and', 'decisive', 'leadership', 'towards', 'a', 'world', 'of', 'tolerance', 'and', 'respect', 'for', 'difference', 'and', 'an', 'uncompromising', 'commitment', 'to', 'peaceful', 'solutions', 'of', 'conflicts', 'and', 'disputesquot', 'nelson', 'mandela', 'upon', 'receiving', 'the', 'german', 'media', 'prize', 'january']"
harus kerja lebih hebat dari jokowi,"['kerja', 'hebat', 'jokowi']"
selamat kepada bapak prabowo  gibran sebagai presiden dan wakil presiden indonesia yang resmi di lantik hari inisemoga indonesia lebih jaya kedepan nyabrterima kasih yang tak terhingga kepada bapak  jokowi yang telah memimpin dan mengapdi selama  tahun terakhir semoga bapak selalu sehatbraminn,"['selamat', 'prabowo', 'gibran', 'presiden', 'wakil', 'presiden', 'indonesia', 'resmi', 'lantik', 'inisemoga', 'indonesia', 'jaya', 'depan', 'nyabrterima', 'kasih', 'hingga', 'jokowi', 'pimpin', 'mengapdi', 'moga', 'sehatbraminn']"
juga menghadirkan sejumlah artis ibukota seperti pelantikan presiden dan wakil presiden ri periode  prabowogibran,"['hadir', 'artis', 'ibukota', 'lantik', 'presiden', 'wakil', 'presiden', 'ri', 'periode', 'prabowogibran']"
buat bapak jokowi kami tidak akan lupa atas jasa mu untuk negri ini,"['jokowi', 'lupa', 'jasa', 'mu', 'negri']"
kami sangat menyayangi kalian semua,['sayang']
russia quotthere is no human being who hates another human being because of the color of his skin his origin or his religion people have learned to hate and if they can teach them to hate then we can teach them lovequot nelson mandela,"['russia', 'quotthere', 'is', 'no', 'human', 'being', 'who', 'hates', 'another', 'human', 'being', 'because', 'of', 'the', 'color', 'of', 'his', 'skin', 'his', 'origin', 'or', 'his', 'religion', 'people', 'have', 'learned', 'to', 'hate', 'and', 'if', 'they', 'can', 'teach', 'them', 'to', 'hate', 'then', 'we', 'can', 'teach', 'them', 'lovequot', 'nelson', 'mandela']"
sejarah terindah dalam serah terima presiden ,"['sejarah', 'indah', 'serah', 'terima', 'presiden']"
terimakasih pak jokowi dan semangat berjuang pak prabowo untuk indonesia    oktober  ,"['terimakasih', 'jokowi', 'semangat', 'juang', 'prabowo', 'indonesia', 'oktober']"
ter ukir sejarah serah terima yang sangat indah dan hidmat  di indonesia ku   semoga indonesia tetap jaya aman sejahtera aamin,"['ter', 'ukir', 'sejarah', 'serah', 'terima', 'indah', 'hidmat', 'indonesia', 'ku', 'moga', 'indonesia', 'jaya', 'aman', 'sejahtera', 'aamin']"
tadi bapak jokowi melintasi bandung dan pas di atas rumah saya beliau liwat brterimakasih bapak jokowi selama  tahun ini ,"['jokowi', 'lintas', 'bandung', 'pas', 'rumah', 'beliau', 'liwat', 'brterimakasih', 'jokowi']"
mas anis mas anis,"['mas', 'anis', 'mas', 'anis']"
france quoti admire young people who are concerned with the affairs of their community and nation perhaps because i also became involved in struggle whilst i was still at school with such youth we can be sure that the ideals we celebrate today will never be extinguished young people are capable when aroused of bringing down the towers of oppression and raising the banners of freedomquot nelson mandela speaking on the occasion of the anniversary of bastille day paris france  july ,"['france', 'quoti', 'admire', 'young', 'people', 'who', 'are', 'concerned', 'with', 'the', 'affairs', 'of', 'their', 'community', 'and', 'nation', 'perhaps', 'because', 'i', 'also', 'became', 'involved', 'in', 'struggle', 'whilst', 'i', 'was', 'still', 'at', 'school', 'with', 'such', 'youth', 'we', 'can', 'be', 'sure', 'that', 'the', 'ideals', 'we', 'celebrate', 'today', 'will', 'never', 'be', 'extinguished', 'young', 'people', 'are', 'capable', 'when', 'aroused', 'of', 'bringing', 'down', 'the', 'towers', 'of', 'oppression', 'and', 'raising', 'the', 'banners', 'of', 'freedomquot', 'nelson', 'mandela', 'speaking', 'on', 'the', 'occasion', 'of', 'the', 'anniversary', 'of', 'bastille', 'day', 'paris', 'france', 'july']"
setiap tindakan  hrs dgn perhitungan yg bnr cermat cepat dan tepatdan di awali dgn doa  niat kuat yakin kpd allah dgn niat yg baik insya allah gusti allah menyrtai  amin slamat utk presiden baru wakil yg baru dan swasana baru bismilah ya bpk bpk semua sblm dan ssudah jlni ativitas agar sllu diberikan sehat lhr batin dan di mudahkan disetiap pekerjaan ,"['tindak', 'hrs', 'dgn', 'hitung', 'yg', 'bnr', 'cermat', 'cepat', 'tepatdan', 'awal', 'dgn', 'doa', 'niat', 'kuat', 'kpd', 'allah', 'dgn', 'niat', 'yg', 'insya', 'allah', 'gusti', 'allah', 'menyrtai', 'amin', 'slamat', 'utk', 'presiden', 'wakil', 'yg', 'swasana', 'bismilah', 'ya', 'bpk', 'bpk', 'sblm', 'ssudah', 'jlni', 'ativitas', 'sllu', 'sehat', 'lhr', 'batin', 'mudah', 'tiap', 'kerja']"
terimakasih pak jokowiselamat brtgs pak prabowo n mas gibran sehat sellu,"['terimakasih', 'jokowiselamat', 'brtgs', 'prabowo', 'n', 'mas', 'gibran', 'sehat', 'sellu']"
semoga menjadi pemimpin yang benarquot memimpin rakyat  membangun negri bukan hanya membangun tidur  dan semoga sumpahmu menjadi sumpah nyata dan bisa menjadi bapak negara yang mengayomi ratusan juta rakyat bukan menjadi bapak yang hanya mau mengayomi kluarga untuk kpentingan pribadi di sini saya berdoa dan titip negara ini kepada bapak prabowo spd dan beserta staftim jajaranya untuk membawa bangsa dan negara ini menjadi yang lebih baik,"['moga', 'pimpin', 'benarquot', 'pimpin', 'rakyat', 'bangun', 'negri', 'bangun', 'tidur', 'moga', 'sumpah', 'sumpah', 'nyata', 'negara', 'ayom', 'ratus', 'juta', 'rakyat', 'ayom', 'kluarga', 'kpentingan', 'pribadi', 'doa', 'titip', 'negara', 'prabowo', 'spd', 'serta', 'staftim', 'jajaranya', 'bawa', 'bangsa', 'negara']"
ireland quotwe are in struggle because we value life and love all humanityquot nelson mandela in a statement to the parliament of the republic of ireland dublin ireland  july ,"['ireland', 'quotwe', 'are', 'in', 'struggle', 'because', 'we', 'value', 'life', 'and', 'love', 'all', 'humanityquot', 'nelson', 'mandela', 'in', 'a', 'statement', 'to', 'the', 'parliament', 'of', 'the', 'republic', 'of', 'ireland', 'dublin', 'ireland', 'july']"
saya sangat bersyukur karena kami semua masih di berikan kesehatan dan keselamatan dan rezeki yang berlimpah ruah,"['syukur', 'sehat', 'selamat', 'rezeki', 'limpah', 'ruah']"
pak prabowo banyak wni yang bekerja dengan taruhan nyawa kasus tppo wni dikarenakan susahnya mencari lowongan pekerjaan dan sedikitnya gaji yang didapatbrbrpak prabowo mohon kiranya masalah ini segera dituntaskan dan diprioritaskan kasihan saya melihat mereka wni ilegal sangat banyak di negara tetangga hanya utk mencari upah yang layak demi menafkahi keluarga,"['prabowo', 'wni', 'taruh', 'nyawa', 'tppo', 'wni', 'susah', 'cari', 'lowong', 'kerja', 'gaji', 'didapatbrbrpak', 'prabowo', 'mohon', 'tuntas', 'prioritas', 'kasihan', 'wni', 'ilegal', 'negara', 'tetangga', 'utk', 'cari', 'upah', 'layak', 'nafkah', 'keluarga']"
terima kasih kepada pak presiden jokowi dan pak wapres kh maruf amintelah membawa negara ri menjadi majuterima kasih,"['terima', 'kasih', 'presiden', 'jokowi', 'wapres', 'kh', 'maruf', 'amintelah', 'bawa', 'negara', 'ri', 'majuterima', 'kasih']"
buat seluruh rakyat indonesia kita saksikan presiden mantan militer sebetapa tegas yh beliau memimpin negara ini apakah lebih tegas dari presiden sebelum belum yh saya berharap beliau punya darah ketegasan seprti presiden china,"['rakyat', 'indonesia', 'saksi', 'presiden', 'mantan', 'militer', 'betapa', 'yh', 'beliau', 'pimpin', 'negara', 'presiden', 'yh', 'harap', 'beliau', 'darah', 'tegas', 'seprti', 'presiden', 'china']"
slmat buat bpk prabowo juga mas gibrann ,"['slmat', 'bpk', 'prabowo', 'mas', 'gibrann']"
terima kasih bapak presiden jokowidodo brbrselamat bertugas bapak presiden prabowo subianto  semoga sukses memimpin negara menuju indonesia adil dan makmur berlandaskan uud   bhineka tunggal ika dan pancasila  ,"['terima', 'kasih', 'presiden', 'jokowidodo', 'brbrselamat', 'tugas', 'presiden', 'prabowo', 'subianto', 'moga', 'sukses', 'pimpin', 'negara', 'indonesia', 'adil', 'makmur', 'landas', 'uud', 'bhineka', 'tunggal', 'ika', 'pancasila']"
terimakasih pak jokowi untuk  thn ny dan selamat bertugas pak prabowo subianto,"['terimakasih', 'jokowi', 'thn', 'ny', 'selamat', 'tugas', 'prabowo', 'subianto']"
 let us remember that despite our challenges a world without hunger and poverty is possible if we work together quotit always seems impossible until it is donequot nelson mandela,"['let', 'us', 'remember', 'that', 'despite', 'our', 'challenges', 'a', 'world', 'without', 'hunger', 'and', 'poverty', 'is', 'possible', 'if', 'we', 'work', 'together', 'quotit', 'always', 'seems', 'impossible', 'until', 'it', 'is', 'donequot', 'nelson', 'mandela']"
alhamdulilah  presiden baru masa depan baru,"['alhamdulilah', 'presiden']"
ketum partai perubahanbrbpk anisbrmentri bongkar pasang,"['tum', 'partai', 'perubahanbrbpk', 'anisbrmentri', 'bongkar', 'pasang']"
switzerland quoti knew from the very first day of our incarceration that in the end it would prove impossible for the apartheid system to keep us in its dungeonsquot  nelson mandela in an address to the international labour conference geneva switzerland  june ,"['switzerland', 'quoti', 'knew', 'from', 'the', 'very', 'first', 'day', 'of', 'our', 'incarceration', 'that', 'in', 'the', 'end', 'it', 'would', 'prove', 'impossible', 'for', 'the', 'apartheid', 'system', 'to', 'keep', 'us', 'in', 'its', 'dungeonsquot', 'nelson', 'mandela', 'in', 'an', 'address', 'to', 'the', 'international', 'labour', 'conference', 'geneva', 'switzerland', 'june']"
selamat presiden q pak hprabowo subianto doa dari saya rakyat kecil semoga bpk membawa sejahtera negri ini,"['selamat', 'presiden', 'q', 'hprabowo', 'subianto', 'doa', 'rakyat', 'moga', 'bpk', 'bawa', 'sejahtera', 'negri']"
betul pak masalah bantuan untuk rakyat miskin harus di tinjau ulang karna sekarang yg berhak malah gak dapat malah bantuan untuk rakyat miskin di jadikan buat kampanyae buat pemilihan kepalah desa klo yg oposisi di coret hak bantuan nya tolong di tindak lanjiti pak,"['bantu', 'rakyat', 'miskin', 'tinjau', 'ulang', 'karna', 'yg', 'hak', 'gak', 'bantu', 'rakyat', 'miskin', 'jadi', 'kampanyae', 'pilih', 'kepalah', 'desa', 'klo', 'yg', 'oposisi', 'coret', 'hak', 'bantu', 'nya', 'tolong', 'tindak', 'lanjiti']"
my president some say that it is impossible to acquire the great qualities of revolutionary geniuses like marx engels lenin and stalin and that it is impossible to raise our own qualities to the same level as theirs but as long as party members work hard and earnestly never allow themselves to be isolated for one single moment from the day to day struggle of the people and make serious efforts to study marxist literature learn from the experiences of other comrades and the masses of the people and constantly strive to steel and cultivate themselves they will be perfectly able to raise their qualities to the same level as that of marx engels lenin and stalin nelson mandela his book how to be a good communist ,"['my', 'president', 'some', 'say', 'that', 'it', 'is', 'impossible', 'to', 'acquire', 'the', 'great', 'qualities', 'of', 'revolutionary', 'geniuses', 'like', 'marx', 'engels', 'lenin', 'and', 'stalin', 'and', 'that', 'it', 'is', 'impossible', 'to', 'raise', 'our', 'own', 'qualities', 'to', 'the', 'same', 'level', 'as', 'theirs', 'but', 'as', 'long', 'as', 'party', 'members', 'work', 'hard', 'and', 'earnestly', 'never', 'allow', 'themselves', 'to', 'be', 'isolated', 'for', 'one', 'single', 'moment', 'from', 'the', 'day', 'to', 'day', 'struggle', 'of', 'the', 'people', 'and', 'make', 'serious', 'efforts', 'to', 'study', 'marxist', 'literature', 'learn', 'from', 'the', 'experiences', 'of', 'other', 'comrades', 'and', 'the', 'masses', 'of', 'the', 'people', 'and', 'constantly', 'strive', 'to', 'steel', 'and', 'cultivate', 'themselves', 'they', 'will', 'be', 'perfectly', 'able', 'to', 'raise', 'their', 'qualities', 'to', 'the', 'same', 'level', 'as', 'that', 'of', 'marx', 'engels', 'lenin', 'and', 'stalin', 'nelson', 'mandela', 'his', 'book', 'how', 'to', 'be', 'a', 'good', 'communist']"
selamat atas pelantikan presiden pak prabowo dan wakil presiden mas gibransemoga tetap memegang amanah tuk rakyat ri,"['selamat', 'lantik', 'presiden', 'prabowo', 'wakil', 'presiden', 'mas', 'gibransemoga', 'pegang', 'amanah', 'tuk', 'rakyat', 'ri']"
masha allah terima kasih pak jokowi dan pak maaruf amin indonesia jauh lebih maju di tangan bapak mau gimana pun orang tidak suka kenyataannya bapak jokowi adalah pemimpin terbaik dengan hati yang tulus selamat pak prabowo dan pak gibran saya yakin dan percaya pak prabowo dan pak gibran adalah orang terbaik untuk indonesia semakin maju semoga indonesia semakin maju dan tumbuh pesat aman dan damai,"['masha', 'allah', 'terima', 'kasih', 'jokowi', 'maaruf', 'amin', 'indonesia', 'maju', 'tangan', 'gimana', 'orang', 'suka', 'nyata', 'jokowi', 'pimpin', 'baik', 'hati', 'tulus', 'selamat', 'prabowo', 'gibran', 'percaya', 'prabowo', 'gibran', 'orang', 'baik', 'indonesia', 'maju', 'moga', 'indonesia', 'maju', 'tumbuh', 'pesat', 'aman', 'damai']"
maju anaknya mauj keluarganya maju paman nya,"['maju', 'anak', 'mauj', 'keluarga', 'maju', 'paman', 'nya']"
jokowi the legend,"['jokowi', 'the', 'legend']"
my president i was glad my father was an eyesmiler it meant he never gave me a fake smile because its impossible to make your eyes twinkle if you arent feeling twinkly yourself a mouthsmile is different you can fake a mouthsmile any time you want simply by moving your lips ive also learned that a real mouthsmile always has an eyesmile to go with it so watch out i say when someone smiles at you but his eyes stay the same its sure to be a phony roald dahl,"['my', 'president', 'i', 'was', 'glad', 'my', 'father', 'was', 'an', 'eyesmiler', 'it', 'meant', 'he', 'never', 'gave', 'me', 'a', 'fake', 'smile', 'because', 'its', 'impossible', 'to', 'make', 'your', 'eyes', 'twinkle', 'if', 'you', 'arent', 'feeling', 'twinkly', 'yourself', 'a', 'mouthsmile', 'is', 'different', 'you', 'can', 'fake', 'a', 'mouthsmile', 'any', 'time', 'you', 'want', 'simply', 'by', 'moving', 'your', 'lips', 'ive', 'also', 'learned', 'that', 'a', 'real', 'mouthsmile', 'always', 'has', 'an', 'eyesmile', 'to', 'go', 'with', 'it', 'so', 'watch', 'out', 'i', 'say', 'when', 'someone', 'smiles', 'at', 'you', 'but', 'his', 'eyes', 'stay', 'the', 'same', 'its', 'sure', 'to', 'be', 'a', 'phony', 'roald', 'dahl']"
akhirnya pilihan setiaku menjadi presiden  selamat bertugas bapak semoga membawa indonesia menjadi lebih baik,"['pilih', 'setia', 'presiden', 'selamat', 'tugas', 'moga', 'bawa', 'indonesia']"
yang kalah dan tidak mau nerima kekalahan ngga nongol menyedihkan terima kasih pak jokowi dan selamat bertugas pak prabowo,"['kalah', 'nerima', 'kalah', 'ngga', 'nongol', 'sedih', 'terima', 'kasih', 'jokowi', 'selamat', 'tugas', 'prabowo']"
si abah nongol cuma si nganu enggk  kenapa ya yg satu itu gak hadir,"['si', 'abah', 'nongol', 'si', 'nganu', 'enggk', 'ya', 'yg', 'gak', 'hadir']"
ilham kelakuan anak,"['ilham', 'laku', 'anak']"
mariadeveenhadir gak sih kak si pak ganjar saya gk lihat ,"['mariadeveenhadir', 'gak', 'sih', 'kak', 'si', 'ganjar', 'gk', 'lihat']"
ilham ganjar dan mahfud tidak hadir,"['ilham', 'ganjar', 'mahfud', 'hadir']"
setelah kepimimpinan bpk sby dari semenjak  saya pribadi menganggap indonesia tidak punya presiden  sebab indonesia terlalu besar di pimpin oleh seorang yg tidak punya ilmu dan wibawa serta kapasitas sebagai seorang presidenbr selama  tahun saya pribadi tidak mengakui si planga plongo itu sebagai presiden  dan  alhamdulillah sekarang indonesia sudah ada presiden yang layak dan punya kapasitas memimpin dari sabang sampai maraoke ,"['kepimimpinan', 'bpk', 'sby', 'semenjak', 'pribadi', 'anggap', 'indonesia', 'presiden', 'indonesia', 'pimpin', 'yg', 'ilmu', 'wibawa', 'kapasitas', 'presidenbr', 'pribadi', 'aku', 'si', 'planga', 'plongo', 'presiden', 'alhamdulillah', 'indonesia', 'presiden', 'layak', 'kapasitas', 'pimpin', 'sabang', 'maraoke']"
kenapa mesti gibran si wakil pak prabowo,"['mesti', 'gibran', 'si', 'wakil', 'prabowo']"
acara panggung rakyat pembawa acaranya suaranya berisik harusnya dimatikan dulubrapalagi suara ceweknya bersik jerit terus bikin menggagu ke khusus kita,"['acara', 'panggung', 'rakyat', 'bawa', 'acara', 'suara', 'berisik', 'mati', 'dulubrapalagi', 'suara', 'cewek', 'bersik', 'jerit', 'bikin', 'gagu', 'khusus']"
jangan ngomongin palestine dulu pak  omongin masyarakat sendiri masih banyak yg belum sejahtera,"['ngomongin', 'palestine', 'omongin', 'masyarakat', 'yg', 'sejahtera']"
beliau kan paparkan arah kepemimpinan kedepan baik di dalam maupun luar negeriuntuk didalam negeri di paparkan di awal,"['beliau', 'papar', 'arah', 'pimpin', 'depan', 'negeriuntuk', 'dalam', 'negeri', 'papar']"
mas jimbong,"['mas', 'jimbong']"
terimakasih bp jokowi selamat memimpin bangsa indonesia bp prabowo,"['terimakasih', 'bp', 'jokowi', 'selamat', 'pimpin', 'bangsa', 'indonesia', 'bp', 'prabowo']"
selamat menjadi presiden pak prabowo subianto dan wakil presiden gibran rakabuming rakabrsemoga indonesia menjadi negara majumakmuraman sentosameski tidak mudah untuk  tahun kedepanbrsaya merasa akan ada masa tersulit buat indonesia kedepannya meski tidak seperti krisis brtapi kita pasti bisa melewatinya,"['selamat', 'presiden', 'prabowo', 'subianto', 'wakil', 'presiden', 'gibran', 'rakabuming', 'rakabrsemoga', 'indonesia', 'negara', 'majumakmuraman', 'sentosameski', 'mudah', 'kedepanbrsaya', 'sulit', 'indonesia', 'depan', 'krisis', 'brtapi', 'lewat']"
aamiinn,['aamiinn']
my president  thanks for your contribution our promise still stands connecting minds creating the future,"['my', 'president', 'thanks', 'for', 'your', 'contribution', 'our', 'promise', 'still', 'stands', 'connecting', 'minds', 'creating', 'the', 'future']"
selamat bertugas pak prabowo hormat,"['selamat', 'tugas', 'prabowo', 'hormat']"
ibu megawati kok tidak hadir,"['megawati', 'hadir']"
gua terharu ngeliat pa prabowo dari dulu yg ga pernah menang jadi presiden tapi dia ga pernah nyerah dan malu  dia ahirnya jadi presiden ,"['gua', 'haru', 'ngeliat', 'pa', 'prabowo', 'yg', 'ga', 'menang', 'presiden', 'ga', 'nyerah', 'malu', 'ahirnya', 'presiden']"
mau nyalon x juga duitnya banyak ya kali bangkrut,"['nyalon', 'x', 'duit', 'ya', 'kali', 'bangkrut']"
seperti perjuangan jatuh bangun anak luar pulau seperti pak habibie pantang menyerah  ,"['juang', 'jatuh', 'bangun', 'anak', 'pulau', 'habibie', 'pantang', 'serah']"
jadi orng nomor  di republik indonesia,"['orng', 'nomor', 'republik', 'indonesia']"
a href wkwkwkwk disorakinn mampus,"['a', 'href', 'wkwkwkwk', 'disorakinn', 'mampus']"
fathurrayyansorakin pendukung bedahkan sorakin ngejek sama sorakin pendukung itu sorakan gemuruh sama hal nya kayak kau nonton konser atau lagi ada kumpulan pasti tepuk tangan sama teriakan gemuruh,"['fathurrayyansorakin', 'dukung', 'bedah', 'sorakin', 'ngejek', 'sorakin', 'dukung', 'sorak', 'gemuruh', 'nya', 'kayak', 'kau', 'nonton', 'konser', 'kumpul', 'tepuk', 'tangan', 'ria', 'gemuruh']"
a href ura,"['a', 'href', 'ura']"
selamat kami ucapkan pa prabowo subianto atas pelantikan peresiden ri dari sugianto pendukung pontianak sukses aamiin ,"['selamat', 'ucap', 'pa', 'prabowo', 'subianto', 'lantik', 'residen', 'ri', 'sugianto', 'dukung', 'pontianak', 'sukses', 'aamiin']"
akan terjadi  brbrpembicaraan barubrbrtopik barubrbrdebat barubrbrmimpi barubrbrharapan barubrbrdiskusi barubrbrekonomi baru brbrpolitik barubrbrsosial barubrbrberfikir barubrbradrenalin barubrbrkeceriaan barubrbrkesukaan barubrbrsegala bentuk ke baruan yang kita berharap positif adanyabrbr,"['brbrpembicaraan', 'barubrbrtopik', 'barubrbrdebat', 'barubrbrmimpi', 'barubrbrharapan', 'barubrbrdiskusi', 'barubrbrekonomi', 'brbrpolitik', 'barubrbrsosial', 'barubrbrberfikir', 'barubrbradrenalin', 'barubrbrkeceriaan', 'barubrbrkesukaan', 'barubrbrsegala', 'bentuk', 'baru', 'harap', 'positif', 'adanyabrbr']"
indonesia maju,"['indonesia', 'maju']"
pidatonya bikin nangis smg allaah mudahkan untuk mengemban amanahnya pak,"['pidato', 'bikin', 'nang', 'smg', 'allaah', 'mudah', 'emban', 'amanah']"
pak parobowo jalan kmi jelek butuh di perbaiki dusun sananing desa gersik kcmatan jagoi babang kubpten bkyang propinsi pontianak,"['parobowo', 'jalan', 'kmi', 'jelek', 'butuh', 'baik', 'dusun', 'sananing', 'desa', 'gersik', 'kcmatan', 'jago', 'babang', 'kubpten', 'bkyang', 'propinsi', 'pontianak']"
maasyaa allaah pak prabowo hafal mentri ln barakallaahu fiik,"['maasyaa', 'allaah', 'prabowo', 'hafal', 'tri', 'ln', 'barakallaahu', 'fiik']"
alhamdulillah ,['alhamdulillah']
sehat selalu dan panjang umum my president bapak prabowo subianto,"['sehat', 'my', 'president', 'prabowo', 'subianto']"
jgn percaya sm yg planga plongo,"['jgn', 'percaya', 'sm', 'yg', 'planga', 'plongo']"
menonton dari polandia terharu jadinya dirgahayu ri semoga pak prabowo dan gibran bisa membawa ri tercinta lebih maju aman dan damai ,"['tonton', 'polandia', 'haru', 'dirgahayu', 'ri', 'moga', 'prabowo', 'gibran', 'bawa', 'ri', 'cinta', 'maju', 'aman', 'damai']"
terimakasih  atas kerja keras  pak jokowi widodo selama ini brdan selamat bertugas untuk bpk presiden baru kita pk presiden prabowo subianto ,"['terimakasih', 'kerja', 'keras', 'jokowi', 'widodo', 'brdan', 'selamat', 'tugas', 'bpk', 'presiden', 'pk', 'presiden', 'prabowo', 'subianto']"
a href musiknya candu,"['a', 'href', 'musik', 'candu']"
penantian saya selama  tahun akhirnya terjadi juga  alhamdulillah,"['nanti', 'alhamdulillah']"
hasil halal ndak ya serahkan kepada allah swt biar kedepanya tau sendiri kita semua ,"['hasil', 'halal', 'ndak', 'ya', 'serah', 'allah', 'swt', 'biar', 'depa', 'tau']"
bangga pak mempunyai presiden gagah dan tegas seperti anda selamat dan berjuang untuk wong cilik pak,"['bangga', 'presiden', 'gagah', 'selamat', 'juang', 'cilik']"
pak presiden ,['presiden']
tidak berhenti bangga tidak berhenti berdoa tidak berhenti bersyukur tidak berhenti menangis tidak berhenti kagum saya dan keluarga pemilih setia presiden ri bapak prabowo  dihati kami bapak prabowo pemimpin tulus pemimpin kesatria pemimpin jujur pemimpin adil pemimpin menolong dan membela rakyat kecil seperti kami brselamat bertugas bapak kami tercinta ,"['henti', 'bangga', 'henti', 'doa', 'henti', 'syukur', 'henti', 'menang', 'henti', 'kagum', 'keluarga', 'pilih', 'setia', 'presiden', 'ri', 'prabowo', 'hati', 'prabowo', 'pimpin', 'tulus', 'pimpin', 'kesatria', 'pimpin', 'jujur', 'pimpin', 'adil', 'pimpin', 'tolong', 'bela', 'rakyat', 'brselamat', 'tugas', 'cinta']"
siapapun presidenya tetp aja saya jadi kuli,"['presidenya', 'tetp', 'aja', 'kuli']"
kalo ga mau jadi kuli ya buka usaha sendiri lah introspeksi diri bro kenapa lu bisa jadi kuli masih untung lu dikasih kerjaan,"['kalo', 'ga', 'kuli', 'ya', 'buka', 'usaha', 'introspeksi', 'bro', 'lu', 'kuli', 'untung', 'lu', 'kasih', 'kerja']"
selamat mas gibranbr gibran presiden,"['selamat', 'mas', 'gibranbr', 'gibran', 'presiden']"
prabowo terlihat tegas bicaranya bagus ,"['prabowo', 'bicara', 'bagus']"
selamat bertugas bapak prabowo dan mas gibran trimakasih bapak joko widodo,"['selamat', 'tugas', 'prabowo', 'mas', 'gibran', 'trimakasih', 'joko', 'widodo']"
